"","sci_name","Genus","Species","nutrient_data","ctmax_estimate","gl_fish","db","Family"
"1197","Barbatula barbatula","Barbatula","barbatula",NA,"Y",NA,"itis","Balitoridae"
"1198","Pentapodus setosus","Pentapodus","setosus",NA,"Y",NA,"itis","Nemipteridae"
"1199","Scolopsis taenioptera","Scolopsis","taenioptera",NA,"Y",NA,"itis","Nemipteridae"
"1200","Lindbergichthys nudifrons","Lindbergichthys","nudifrons",NA,"Y",NA,"itis",NA
"1201","Notothenia angustata","Notothenia","angustata",NA,"Y",NA,"itis","Nototheniidae"
"1202","Notothenia coriiceps","Notothenia","coriiceps",NA,"Y",NA,"itis","Nototheniidae"
"1203","Notothenia rossii","Notothenia","rossii",NA,"Y",NA,"itis","Nototheniidae"
"1204","Perccottus glenii","Perccottus","glenii",NA,"Y",NA,"itis","Odontobutidae"
"1205","Hypomesus nipponensis","Hypomesus","nipponensis",NA,"Y",NA,"itis","Osmeridae"
"1206","Hypomesus transpacificus","Hypomesus","transpacificus",NA,"Y",NA,"itis","Osmeridae"
"1207","Paralichthys californicus","Paralichthys","californicus",NA,"Y",NA,"itis","Paralichthyidae"
"1208","Paralichthys lethostigma","Paralichthys","lethostigma",NA,"Y",NA,"itis","Paralichthyidae"
"1209","Paralichthys olivaceus","Paralichthys","olivaceus",NA,"Y",NA,"itis","Paralichthyidae"
"1210","Pseudorhombus elevatus","Pseudorhombus","elevatus",NA,"Y",NA,"itis","Paralichthyidae"
"1211","Parodon carrikeri","Parodon","carrikeri",NA,"Y",NA,"itis","Hemiodontidae"
"1212","Etheostoma blennioides","Etheostoma","blennioides",NA,"Y","Y","itis","Percidae"
"1213","Etheostoma caeruleum","Etheostoma","caeruleum",NA,"Y","Y","itis","Percidae"
"1214","Etheostoma cragini","Etheostoma","cragini",NA,"Y",NA,"itis","Percidae"
"1215","Etheostoma flabellare","Etheostoma","flabellare",NA,"Y","Y","itis","Percidae"
"1216","Etheostoma fonticola","Etheostoma","fonticola",NA,"Y",NA,"itis","Percidae"
"1217","Etheostoma nigrum","Etheostoma","nigrum",NA,"Y","Y","itis","Percidae"
"1218","Etheostoma spectabile","Etheostoma","spectabile",NA,"Y","Y","itis","Percidae"
"1219","Gymnocephalus cernua","Gymnocephalus","cernua",NA,"Y","Y","itis","Percidae"
"1220","Sander canadensis","Sander","canadensis",NA,"Y","Y","itis","Percidae"
"1221","Percopsis omiscomaycus","Percopsis","omiscomaycus",NA,"Y","Y","itis","Percopsidae"
"1222","Pholis ornata","Pholis","ornata",NA,"Y",NA,"itis","Pholidae"
"1223","Acanthoclinus littoreus","Acanthoclinus","littoreus",NA,"Y",NA,"itis","Plesiopidae"
"1224","Plotosus lineatus","Plotosus","lineatus",NA,"Y",NA,"itis","Plotosidae"
"1225","Belonesox belizanus","Belonesox","belizanus",NA,"Y",NA,"itis","Poeciliidae"
"1226","Cnesterodon decemmaculatus","Cnesterodon","decemmaculatus",NA,"Y",NA,"itis","Poeciliidae"
"1227","Gambusia affinis","Gambusia","affinis",NA,"Y","Y","itis","Poeciliidae"
"1228","Gambusia holbrooki","Gambusia","holbrooki",NA,"Y",NA,"itis","Poeciliidae"
"1229","Gambusia nobilis","Gambusia","nobilis",NA,"Y",NA,"itis","Poeciliidae"
"1230","Gambusia yucatana","Gambusia","yucatana",NA,"Y",NA,"itis","Poeciliidae"
"1231","Heterandria formosa","Heterandria","formosa",NA,"Y",NA,"itis","Poeciliidae"
"1232","Limia melanonotata","Limia","melanonotata",NA,"Y",NA,"itis","Poeciliidae"
"1233","Poecilia formosa","Poecilia","formosa",NA,"Y",NA,"itis","Poeciliidae"
"1234","Poecilia latipinna","Poecilia","latipinna",NA,"Y",NA,"itis","Poeciliidae"
"1235","Poecilia mexicana","Poecilia","mexicana",NA,"Y",NA,"itis","Poeciliidae"
"1236","Poecilia reticulata","Poecilia","reticulata",NA,"Y",NA,"itis","Poeciliidae"
"1237","Poecilia sphenops","Poecilia","sphenops",NA,"Y",NA,"itis","Poeciliidae"
"1238","Poeciliopsis occidentalis","Poeciliopsis","occidentalis",NA,"Y",NA,"itis","Poeciliidae"
"1239","Xiphophorus maculatus","Xiphophorus","maculatus",NA,"Y",NA,"itis","Poeciliidae"
"1240","Xiphophorus variatus","Xiphophorus","variatus",NA,"Y",NA,"itis","Poeciliidae"
"1241","Polyodon spathula","Polyodon","spathula",NA,"Y",NA,"itis","Polyodontidae"
"1242","Abudefduf saxatilis","Abudefduf","saxatilis",NA,"Y",NA,"itis","Pomacentridae"
"1243","Abudefduf sordidus","Abudefduf","sordidus",NA,"Y",NA,"itis","Pomacentridae"
"1244","Abudefduf troschelii","Abudefduf","troschelii",NA,"Y",NA,"itis","Pomacentridae"
"1245","Chromis atrilobata","Chromis","atrilobata",NA,"Y",NA,"itis","Pomacentridae"
"1246","Chromis punctipinnis","Chromis","punctipinnis",NA,"Y",NA,"itis","Pomacentridae"
"1247","Dascyllus aruanus","Dascyllus","aruanus",NA,"Y",NA,"itis","Pomacentridae"
"1248","Premnas biaculeatus","Premnas","biaculeatus",NA,"Y",NA,"itis","Pomacentridae"
"1249","Stegastes acapulcoensis","Stegastes","acapulcoensis",NA,"Y",NA,"itis","Pomacentridae"
"1250","Stegastes variabilis","Stegastes","variabilis",NA,"Y",NA,"itis","Pomacentridae"
"1251","Retropinna retropinna","Retropinna","retropinna",NA,"Y",NA,"itis","Retropinnidae"
"1252","Coregonus hoyi","Coregonus","hoyi",NA,"Y","Y","itis","Salmonidae"
"1253","Coregonus maraenoides","Coregonus","maraenoides",NA,"Y",NA,"itis","Salmonidae"
"1254","Coregonus nilssoni","Coregonus","nilssoni",NA,"Y",NA,"itis","Salmonidae"
"1255","Coregonus peled","Coregonus","peled",NA,"Y",NA,"itis","Salmonidae"
"1256","Coregonus widegreni","Coregonus","widegreni",NA,"Y",NA,"itis","Salmonidae"
"1257","Oncorhynchus apache","Oncorhynchus","apache",NA,"Y",NA,"itis","Salmonidae"
"1258","Oncorhynchus clarkii","Oncorhynchus","clarkii",NA,"Y",NA,"itis","Salmonidae"
"1259","Oncorhynchus gilae","Oncorhynchus","gilae",NA,"Y",NA,"itis","Salmonidae"
"1260","Salvelinus alpinus","Salvelinus","alpinus",NA,"Y",NA,"itis","Salmonidae"
"1261","Salvelinus confluentus","Salvelinus","confluentus",NA,"Y",NA,"itis","Salmonidae"
"1262","Salvelinus leucomaenis","Salvelinus","leucomaenis",NA,"Y",NA,"itis","Salmonidae"
"1263","Scatophagus argus","Scatophagus","argus",NA,"Y",NA,"itis","Scatophagidae"
"1264","Larimichthys crocea","Larimichthys","crocea",NA,"Y",NA,"itis","Sciaenidae"
"1265","Leiostomus xanthurus","Leiostomus","xanthurus",NA,"Y",NA,"itis","Sciaenidae"
"1266","Pterois volitans","Pterois","volitans",NA,"Y",NA,"itis","Scorpaenidae"
"1267","Sebastes dallii","Sebastes","dallii",NA,"Y",NA,"itis","Scorpaenidae"
"1268","Epinephelus fuscoguttatus","Epinephelus","fuscoguttatus",NA,"Y",NA,"itis","Serranidae"
"1269","Rypticus nigripinnis","Rypticus","nigripinnis",NA,"Y",NA,"itis","Serranidae"
"1270","Pygocentrus nattereri","Pygocentrus","nattereri",NA,"Y",NA,"itis","Characidae"
"1271","Siganus canaliculatus","Siganus","canaliculatus",NA,"Y",NA,"itis","Siganidae"
"1272","Siganus javus","Siganus","javus",NA,"Y",NA,"itis","Siganidae"
"1273","Silurus meridionalis","Silurus","meridionalis",NA,"Y",NA,"itis","Siluridae"
"1274","Pegusa lascaris","Pegusa","lascaris",NA,"Y",NA,"itis","Soleidae"
"1275","Solea ovata","Solea","ovata",NA,"Y",NA,"itis","Soleidae"
"1276","Acanthopagrus latus","Acanthopagrus","latus",NA,"Y",NA,"itis","Sparidae"
"1277","Diplodus bellottii","Diplodus","bellottii",NA,"Y",NA,"itis","Sparidae"
"1278","Diplodus sargus","Diplodus","sargus",NA,"Y",NA,"itis","Sparidae"
"1279","Lagodon rhomboides","Lagodon","rhomboides",NA,"Y",NA,"itis","Sparidae"
"1280","Pagrus major","Pagrus","major",NA,"Y",NA,"itis","Sparidae"
"1281","Rhabdosargus holubi","Rhabdosargus","holubi",NA,"Y",NA,"itis","Sparidae"
"1282","Stenotomus chrysops","Stenotomus","chrysops",NA,"Y",NA,"itis","Sparidae"
"1283","Anoplarchus purpurescens","Anoplarchus","purpurescens",NA,"Y",NA,"itis","Stichaeidae"
"1284","Corythoichthys intestinalis","Corythoichthys","intestinalis",NA,"Y",NA,"itis","Syngnathidae"
"1285","Amniataba percoides","Amniataba","percoides",NA,"Y",NA,"itis","Terapontidae"
"1286","Bidyanus bidyanus","Bidyanus","bidyanus",NA,"Y",NA,"itis","Terapontidae"
"1287","Terapon jarbua","Terapon","jarbua",NA,"Y",NA,"itis","Terapontidae"
"1288","Terapon theraps","Terapon","theraps",NA,"Y",NA,"itis","Terapontidae"
"1289","Sphoeroides annulatus","Sphoeroides","annulatus",NA,"Y",NA,"itis","Tetraodontidae"
"1290","Umbra limi","Umbra","limi",NA,"Y","Y","itis","Umbridae"
"1291","Lycodichthys dearborni","Lycodichthys","dearborni",NA,"Y",NA,"itis","Zoarcidae"
"1292","Pachycara brachycephalum","Pachycara","brachycephalum",NA,"Y",NA,"itis","Zoarcidae"
"1293","Zoarces viviparus","Zoarces","viviparus",NA,"Y",NA,"itis","Zoarcidae"
"1294","Alosa aestivalis","Alosa","aestivalis",NA,NA,"Y","itis","Clupeidae"
"1295","Alosa chrysochloris","Alosa","chrysochloris",NA,NA,"Y","itis","Clupeidae"
"1296","Ammocrypta clara","Ammocrypta","clara",NA,NA,"Y","itis","Percidae"
"1297","Ammocrypta pellucida","Ammocrypta","pellucida",NA,NA,"Y","itis","Percidae"
"1298","Aphredoderus sayanus","Aphredoderus","sayanus",NA,NA,"Y","itis","Aphredoderidae"
"1299","Campostoma oligolepis","Campostoma","oligolepis",NA,NA,"Y","itis","Leuciscidae"
"1300","Coregonus kiyi","Coregonus","kiyi",NA,NA,"Y","itis","Salmonidae"
"1301","Coregonus reighardi","Coregonus","reighardi",NA,NA,"Y","itis","Salmonidae"
"1302","Coregonus zenithicus","Coregonus","zenithicus",NA,NA,"Y","itis","Salmonidae"
"1303","Cottus ricei","Cottus","ricei",NA,NA,"Y","itis","Cottidae"
"1304","Cyprinella analostana","Cyprinella","analostana",NA,NA,"Y","itis","Leuciscidae"
"1305","Cyprinella whipplei","Cyprinella","whipplei",NA,NA,"Y","itis","Leuciscidae"
"1306","Enneacanthus gloriosus","Enneacanthus","gloriosus",NA,NA,"Y","itis","Centrarchidae"
"1307","Erimyzon oblongus","Erimyzon","oblongus",NA,NA,"Y","itis","Catostomidae"
"1308","Erimyzon sucetta","Erimyzon","sucetta",NA,NA,"Y","itis","Catostomidae"
"1309","Esox americanus","Esox","americanus",NA,NA,"Y","itis","Esocidae"
"1310","Etheostoma exile","Etheostoma","exile",NA,NA,"Y","itis","Percidae"
"1311","Etheostoma microperca","Etheostoma","microperca",NA,NA,"Y","itis","Percidae"
"1312","Etheostoma olmstedi","Etheostoma","olmstedi",NA,NA,"Y","itis","Percidae"
"1313","Etheostoma zonale","Etheostoma","zonale",NA,NA,"Y","itis","Percidae"
"1314","Exoglossum laurae","Exoglossum","laurae",NA,NA,"Y","itis","Leuciscidae"
"1315","Exoglossum maxillingua","Exoglossum","maxillingua",NA,NA,"Y","itis","Leuciscidae"
"1316","Fundulus dispar","Fundulus","dispar",NA,NA,"Y","itis","Fundulidae"
"1317","Hiodon tergisus","Hiodon","tergisus",NA,NA,"Y","itis","Hiodontidae"
"1318","Hybognathus hankinsoni","Hybognathus","hankinsoni",NA,NA,"Y","itis","Leuciscidae"
"1319","Hybognathus regius","Hybognathus","regius",NA,NA,"Y","itis","Leuciscidae"
"1320","Ichthyomyzon castaneus","Ichthyomyzon","castaneus",NA,NA,"Y","itis","Petromyzontidae"
"1321","Ichthyomyzon fossor","Ichthyomyzon","fossor",NA,NA,"Y","itis","Petromyzontidae"
"1322","Ichthyomyzon unicuspis","Ichthyomyzon","unicuspis",NA,NA,"Y","itis","Petromyzontidae"
"1323","Ictiobus cyprinellus","Ictiobus","cyprinellus",NA,NA,"Y","itis","Catostomidae"
"1324","Ictiobus niger","Ictiobus","niger",NA,NA,"Y","itis","Catostomidae"
"1325","Lepisosteus oculatus","Lepisosteus","oculatus",NA,NA,"Y","itis","Lepisosteidae"
"1326","Lepisosteus osseus","Lepisosteus","osseus",NA,NA,"Y","itis","Lepisosteidae"
"1327","Lepisosteus platostomus","Lepisosteus","platostomus",NA,NA,"Y","itis","Lepisosteidae"
"1328","Lethenteron appendix","Lethenteron","appendix",NA,NA,"Y","itis","Petromyzontidae"
"1329","Macrhybopsis storeriana","Macrhybopsis","storeriana",NA,NA,"Y","itis","Leuciscidae"
"1330","Margariscus margarita","Margariscus","margarita",NA,NA,"Y","itis","Leuciscidae"
"1331","Misgurnus anguillicaudatus","Misgurnus","anguillicaudatus",NA,NA,"Y","itis","Cobitidae"
"1332","Morone mississippiensis","Morone","mississippiensis",NA,NA,"Y","itis","Moronidae"
"1333","Moxostoma anisurum","Moxostoma","anisurum",NA,NA,"Y","itis","Catostomidae"
"1334","Moxostoma duquesnii","Moxostoma","duquesnii",NA,NA,"Y","itis","Catostomidae"
"1335","Moxostoma valenciennesi","Moxostoma","valenciennesi",NA,NA,"Y","itis","Catostomidae"
"1336","Myoxocephalus thompsonii","Myoxocephalus","thompsonii",NA,NA,"Y","itis","Cottidae"
"1337","Notropis anogenus","Notropis","anogenus",NA,NA,"Y","itis","Leuciscidae"
"1338","Notropis bifrenatus","Notropis","bifrenatus",NA,NA,"Y","itis","Leuciscidae"
"1339","Notropis blennius","Notropis","blennius",NA,NA,"Y","itis","Leuciscidae"
"1340","Notropis buccatus","Notropis","buccatus",NA,NA,"Y","itis","Leuciscidae"
"1341","Notropis buchanani","Notropis","buchanani",NA,NA,"Y","itis","Leuciscidae"
"1342","Notropis chalybaeus","Notropis","chalybaeus",NA,NA,"Y","itis","Leuciscidae"
"1343","Notropis heterolepis","Notropis","heterolepis",NA,NA,"Y","itis","Leuciscidae"
"1344","Notropis photogenis","Notropis","photogenis",NA,NA,"Y","itis","Leuciscidae"
"1345","Notropis procne","Notropis","procne",NA,NA,"Y","itis","Leuciscidae"
"1346","Notropis volucellus","Notropis","volucellus",NA,NA,"Y","itis","Leuciscidae"
"1347","Noturus insignis","Noturus","insignis",NA,NA,"Y","itis","Ictaluridae"
"1348","Noturus miurus","Noturus","miurus",NA,NA,"Y","itis","Ictaluridae"
"1349","Noturus stigmosus","Noturus","stigmosus",NA,NA,"Y","itis","Ictaluridae"
"1350","Opsopoeodus emiliae","Opsopoeodus","emiliae",NA,NA,"Y","itis","Leuciscidae"
"1351","Percina caprodes","Percina","caprodes",NA,NA,"Y","itis","Percidae"
"1352","Percina copelandi","Percina","copelandi",NA,NA,"Y","itis","Percidae"
"1353","Percina maculata","Percina","maculata",NA,NA,"Y","itis","Percidae"
"1354","Percina phoxocephala","Percina","phoxocephala",NA,NA,"Y","itis","Percidae"
"1355","Percina shumardi","Percina","shumardi",NA,NA,"Y","itis","Percidae"
"1356","Petromyzon marinus","Petromyzon","marinus",NA,NA,"Y","itis","Petromyzontidae"
"1357","Prosopium coulterii","Prosopium","coulterii",NA,NA,"Y","itis","Salmonidae"
"1358","Proterorhinus semilunaris","Proterorhinus","semilunaris",NA,NA,"Y","itis","Gobiidae"
"1359","Pylodictis olivaris","Pylodictis","olivaris",NA,NA,"Y","itis","Ictaluridae"
"1360","Rhinichthys obtusus","Rhinichthys","obtusus",NA,NA,"Y","itis","Leuciscidae"
"1361","Semotilus corporalis","Semotilus","corporalis",NA,NA,"Y","itis","Leuciscidae"
